INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING	STRING
418	g01轻功6b	g01轻功6b	g01轻功6b	g01轻功6b	g01轻功6b	g01轻功6b	g01轻功6b	g01轻功6b	g01轻功6b	0	-1	轻功6b	轻功6b
419	轻功6c	轻功6c	轻功6c	轻功6c	轻功6c	轻功6c	轻功6c	轻功6c	轻功6c	0	-1	轻功6c	轻功6c
420	轻功7a	轻功7a	轻功7a	轻功7a	轻功7a	轻功7a	轻功7a	轻功7a	轻功7a	0	-1	轻功7a	轻功7a
421	g01轻功7b	g01轻功7b	g01轻功7b	g01轻功7b	g01轻功7b	g01轻功7b	g01轻功7b	g01轻功7b	g01轻功7b	0	-1	轻功7b	轻功7b
422	轻功7c	轻功7c	轻功7c	轻功7c	轻功7c	轻功7c	轻功7c	轻功7c	轻功7c	0	-1	轻功7c	轻功7c
423	轻功8a	轻功8a	轻功8a	轻功8a	轻功8a	轻功8a	轻功8a	轻功8a	轻功8a	0	-1	轻功8a	轻功8a
424	g01轻功8b	g01轻功8b	g01轻功8b	g01轻功8b	g01轻功8b	g01轻功8b	g01轻功8b	g01轻功8b	g01轻功8b	0	-1	轻功8b	轻功8b
425	轻功8c	轻功8c	轻功8c	轻功8c	轻功8c	轻功8c	轻功8c	轻功8c	轻功8c	0	-1	轻功8c	轻功8c
426	轻功9a	轻功9a	轻功9a	轻功9a	轻功9a	轻功9a	轻功9a	轻功9a	轻功9a	0	-1	轻功9a	轻功9a
427	g01轻功9b	g01轻功9b	g01轻功9b	g01轻功9b	g01轻功9b	g01轻功9b	g01轻功9b	g01轻功9b	g01轻功9b	0	-1	轻功9b	轻功9b
428	轻功9c	轻功9c	轻功9c	轻功9c	轻功9c	轻功9c	轻功9c	轻功9c	轻功9c	0	-1	轻功9c	轻功9c
429	轻功10a	轻功10a	轻功10a	轻功10a	轻功10a	轻功10a	轻功10a	轻功10a	轻功10a	0	-1	轻功10a	轻功10a
430	g01轻功10b	g01轻功10b	g01轻功10b	g01轻功10b	g01轻功10b	g01轻功10b	g01轻功10b	g01轻功10b	g01轻功10b	0	-1	轻功10b	轻功10b
431	轻功10c	轻功10c	轻功10c	轻功10c	轻功10c	轻功10c	轻功10c	轻功10c	轻功10c	0	-1	轻功10c	轻功10c
451	鄙视	鄙视	鄙视	鄙视	鄙视	鄙视	鄙视	鄙视	鄙视	1	-1	鄙视	鄙视
452	大笑	大笑	大笑	大笑	大笑	大笑	大笑	大笑	大笑	1	-1	大笑	大笑
453	蹲马步	蹲马步	蹲马步	蹲马步	蹲马步	蹲马步	蹲马步	蹲马步	蹲马步	1	-1	蹲马步	蹲马步
454	骄傲	骄傲	骄傲	骄傲	骄傲	骄傲	骄傲	骄傲	骄傲	1	-1	骄傲	骄傲
455	咆哮	咆哮	咆哮	咆哮	咆哮	咆哮	咆哮	咆哮	咆哮	1	-1	咆哮	咆哮
456	招式1	招式1	招式1	招式1	招式1	招式1	招式1	招式1	招式1	1	-1	招式1	招式1
491	少林_g01	少林_g01	少林_g01	少林_g01	少林_g01	少林_g01	少林_g01	少林_g01	少林_g01	1	364	少林_g01	少林_g01
492	明教_g01	明教_g01	明教_g01	明教_g01	明教_g01	明教_g01	明教_g01	明教_g01	明教_g01	1	643	明教_g01	明教_g01
493	丐帮_g01	丐帮_g01	丐帮_g01	丐帮_g01	丐帮_g01	丐帮_g01	丐帮_g01	丐帮_g01	丐帮_g01	1	-1	丐帮_g01	丐帮_g01
494	武当_g01	武当_g01	武当_g01	武当_g01	武当_g01	武当_g01	武当_g01	武当_g01	武当_g01	1	642	武当_g01	武当_g01
495	峨嵋_g01	峨嵋_g01	峨嵋_g01	峨嵋_g01	峨嵋_g01	峨嵋_g01	峨嵋_g01	峨嵋_g01	峨嵋_g01	1	-1	峨嵋_g01	峨嵋_g01
496	星宿_g01	星宿_g01	星宿_g01	星宿_g01	星宿_g01	星宿_g01	星宿_g01	星宿_g01	星宿_g01	1	-1	星宿_g01	星宿_g01
497	天龙_g01	天龙_g01	天龙_g01	天龙_g01	天龙_g01	天龙_g01	天龙_g01	天龙_g01	天龙_g01	1	-1	天龙_g01	天龙_g01
498	天山_g01	天山_g01	天山_g01	天山_g01	天山_g01	天山_g01	天山_g01	天山_g01	天山_g01	1	642	天山_g01	天山_g01
499	逍遥_g01	逍遥_g01	逍遥_g01	逍遥_g01	逍遥_g01	逍遥_g01	逍遥_g01	逍遥_g01	逍遥_g01	1	-1	逍遥_g01	逍遥_g01
500	长枪连招_g01_01	长枪连招_g01_01	大刀连招_g01_01	双短连招_g01_01	单短连招_g01_01	大刀连招_g01_01	双环连招_g01_01	扇子连招_g01_01	单短连招_g01_01	0	-1	少林长拳	少林长拳
501	g01_sl_金刚伏魔圈	g01_sl_金刚伏魔圈	g01_sl_金刚伏魔圈	g01_sl_dd_金刚伏魔圈	g01_sl_dd_金刚伏魔圈	g01_sl_shan_金刚伏魔圈	g01_sl_shan_金刚伏魔圈	g01_sl_shan_金刚伏魔圈	g01_sl_shan_金刚伏魔圈	0	-1	g01_sl_shan_金刚伏魔圈	g01_sl_shan_金刚伏魔圈
502	g01_sl_大力金刚掌	g01_sl_大力金刚掌	g01_sl_大力金刚掌	g01_sl_dd_大力金刚掌	g01_sl_dd_大力金刚掌	g01_sl_shan_大力金刚掌	g01_sl_shan_大力金刚掌	g01_sl_shan_大力金刚掌	g01_sl_shan_大力金刚掌	0	-1	g01_sl_shan_大力金刚掌	g01_sl_shan_大力金刚掌
503	g01_sl_一苇渡江	g01_sl_一苇渡江	g01_sl_一苇渡江	g01_sl_一苇渡江	g01_sl_一苇渡江	g01_sl_一苇渡江	g01_sl_一苇渡江	g01_sl_一苇渡江	g01_sl_一苇渡江	0	-1	g01_sl_一苇渡江	g01_sl_一苇渡江
504	g01_sl_拈花指	g01_sl_拈花指	g01_sl_拈花指	g01_sl_拈花指	g01_sl_拈花指	g01_sl_拈花指	g01_sl_拈花指	g01_sl_拈花指	g01_sl_拈花指	0	-1	g01_sl_拈花指	g01_sl_拈花指
505	g01_sl_罗汉阵	g01_sl_罗汉阵	g01_sl_罗汉阵	g01_sl_罗汉阵	g01_sl_罗汉阵	g01_sl_罗汉阵	g01_sl_罗汉阵	g01_sl_罗汉阵	g01_sl_罗汉阵	0	-1	g01_sl_罗汉阵	g01_sl_罗汉阵
506	g01_sl_狮子吼	g01_sl_狮子吼	g01_sl_狮子吼	g01_sl_狮子吼	g01_sl_狮子吼	g01_sl_狮子吼	g01_sl_狮子吼	g01_sl_狮子吼	g01_sl_狮子吼	0	-1	g01_sl_狮子吼	g01_sl_狮子吼
507	g01_sl_袈裟伏魔功	g01_sl_袈裟伏魔功	g01_sl_袈裟伏魔功	g01_sl_袈裟伏魔功	g01_sl_袈裟伏魔功	g01_sl_袈裟伏魔功	g01_sl_袈裟伏魔功	g01_sl_袈裟伏魔功	g01_sl_袈裟伏魔功	0	-1	g01_sl_袈裟伏魔功	g01_sl_袈裟伏魔功
508	g01_sl_礼敬如来	g01_sl_礼敬如来	g01_sl_礼敬如来	g01_sl_礼敬如来	g01_sl_礼敬如来	g01_sl_礼敬如来	g01_sl_礼敬如来	g01_sl_礼敬如来	g01_sl_礼敬如来	0	-1	g01_sl_礼敬如来	g01_sl_礼敬如来
509	g01_sl_摩诃无量	g01_sl_摩诃无量	g01_sl_摩诃无量	g01_sl_摩诃无量	g01_sl_摩诃无量	g01_sl_摩诃无量	g01_sl_摩诃无量	g01_sl_摩诃无量	g01_sl_摩诃无量	0	-1	g01_sl_摩诃无量	g01_sl_摩诃无量
510	g01_sl_jq_铁布衫	g01_sl_jq_铁布衫	g01_sl_jq_铁布衫	g01_sl_jq_铁布衫	g01_sl_jq_铁布衫	g01_sl_jq_铁布衫	g01_sl_jq_铁布衫	g01_sl_jq_铁布衫	g01_sl_jq_铁布衫	1	-1	g01_sl_jq_铁布衫	g01_sl_jq_铁布衫
511	g01_sl_铁布衫	g01_sl_铁布衫	g01_sl_铁布衫	g01_sl_铁布衫	g01_sl_铁布衫	g01_sl_铁布衫	g01_sl_铁布衫	g01_sl_铁布衫	g01_sl_铁布衫	1	-1	g01_sl_铁布衫	g01_sl_铁布衫
512	g01_sl_百无禁忌	g01_sl_百无禁忌	g01_sl_百无禁忌	g01_sl_百无禁忌	g01_sl_百无禁忌	g01_sl_百无禁忌	g01_sl_百无禁忌	g01_sl_百无禁忌	g01_sl_百无禁忌	0	-1	g01_sl_百无禁忌	g01_sl_百无禁忌
513	g01_sl_般若掌	g01_sl_般若掌	g01_sl_般若掌	g01_sl_dd_般若掌	g01_sl_dd_般若掌	g01_sl_shan_般若掌	g01_sl_shan_般若掌	g01_sl_shan_般若掌	g01_sl_shan_般若掌	0	-1	g01_sl_shan_般若掌	g01_sl_shan_般若掌
514	g01_sl_jq_韦陀杵	g01_sl_jq_韦陀杵	g01_sl_jq_韦陀杵	g01_sl_jq_韦陀杵	g01_sl_jq_韦陀杵	g01_sl_jq_韦陀杵	g01_sl_jq_韦陀杵	g01_sl_jq_韦陀杵	g01_sl_jq_韦陀杵	1	-1	g01_sl_jq_韦陀杵	g01_sl_jq_韦陀杵
515	g01_sl_韦陀杵	g01_sl_韦陀杵	g01_sl_韦陀杵	g01_sl_韦陀杵	g01_sl_韦陀杵	g01_sl_韦陀杵	g01_sl_韦陀杵	g01_sl_韦陀杵	g01_sl_韦陀杵	1	-1	g01_sl_韦陀杵	g01_sl_韦陀杵
516	g01_sl_气贯长虹	g01_sl_气贯长虹	g01_sl_气贯长虹	g01_sl_气贯长虹	g01_sl_气贯长虹	g01_sl_气贯长虹	g01_sl_气贯长虹	g01_sl_气贯长虹	g01_sl_气贯长虹	0	-1	g01_sl_气贯长虹	g01_sl_气贯长虹
517	g01_sl_如来神掌	g01_sl_如来神掌	g01_sl_如来神掌	g01_sl_如来神掌	g01_sl_如来神掌	g01_sl_如来神掌	g01_sl_如来神掌	g01_sl_如来神掌	g01_sl_如来神掌	1	-1	g01_sl_如来神掌	g01_sl_如来神掌
518	g01_sl_明镜台	g01_sl_明镜台	g01_sl_明镜台	g01_sl_明镜台	g01_sl_明镜台	g01_sl_明镜台	g01_sl_明镜台	g01_sl_明镜台	g01_sl_明镜台	1	-1	g01_sl_明镜台	g01_sl_明镜台
519	g01_sl_金刚不坏体	g01_sl_金刚不坏体	g01_sl_金刚不坏体	g01_sl_金刚不坏体	g01_sl_金刚不坏体	g01_sl_金刚不坏体	g01_sl_金刚不坏体	g01_sl_金刚不坏体	g01_sl_金刚不坏体	1	-1	g01_sl_金刚不坏体	g01_sl_金刚不坏体
520	长枪连招_g01_01	长枪连招_g01_01	大刀连招_g01_01	双短连招_g01_01	单短连招_g01_01	大刀连招_g01_01	双环连招_g01_01	扇子连招_g01_01	单短连招_g01_01	0	-1	少林长拳	少林长拳
521	g01_mj_摩尼圣火阵	g01_mj_摩尼圣火阵	g01_mj_摩尼圣火阵	g01_mj_dd_摩尼圣火阵	g01_mj_dd_摩尼圣火阵	g01_mj_shan_摩尼圣火阵	g01_mj_shan_摩尼圣火阵	g01_mj_shan_摩尼圣火阵	g01_mj_shan_摩尼圣火阵	0	-1	g01_mj_shan_摩尼圣火阵	g01_mj_shan_摩尼圣火阵
522	g01_mj_圣火令	g01_mj_圣火令	g01_mj_圣火令	g01_mj_dd_圣火令	g01_mj_dd_圣火令	g01_mj_shan_圣火令	g01_mj_shan_圣火令	g01_mj_shan_圣火令	g01_mj_shan_圣火令	0	-1	g01_mj_shan_圣火令	g01_mj_shan_圣火令
523	g01_mj_葵花移影	g01_mj_葵花移影	g01_mj_葵花移影	g01_mj_葵花移影	g01_mj_葵花移影	g01_mj_葵花移影	g01_mj_葵花移影	g01_mj_葵花移影	g01_mj_葵花移影	0	-1	g01_mj_葵花移影	g01_mj_葵花移影
524	g01_mj_葵花点穴手	g01_mj_葵花点穴手	g01_mj_葵花点穴手	g01_mj_葵花点穴手	g01_mj_葵花点穴手	g01_mj_葵花点穴手	g01_mj_葵花点穴手	g01_mj_葵花点穴手	g01_mj_葵花点穴手	0	-1	g01_mj_葵花点穴手	g01_mj_葵花点穴手
525	g01_mj_葵花向阳	g01_mj_葵花向阳	g01_mj_葵花向阳	g01_mj_葵花向阳	g01_mj_葵花向阳	g01_mj_葵花向阳	g01_mj_葵花向阳	g01_mj_葵花向阳	g01_mj_葵花向阳	0	-1	g01_mj_葵花向阳	g01_mj_葵花向阳
526	g01_mj_乾坤倒转	g01_mj_乾坤倒转	g01_mj_乾坤倒转	g01_mj_乾坤倒转	g01_mj_乾坤倒转	g01_mj_乾坤倒转	g01_mj_乾坤倒转	g01_mj_乾坤倒转	g01_mj_乾坤倒转	0	-1	g01_mj_乾坤倒转	g01_mj_乾坤倒转
527	g01_mj_回光返照	g01_mj_回光返照	g01_mj_回光返照	g01_mj_回光返照	g01_mj_回光返照	g01_mj_回光返照	g01_mj_回光返照	g01_mj_回光返照	g01_mj_回光返照	0	-1	g01_mj_回光返照	g01_mj_回光返照
528	g01_mj_朗朗乾坤	g01_mj_朗朗乾坤	g01_mj_朗朗乾坤	g01_mj_dd_朗朗乾坤	g01_mj_dd_朗朗乾坤	g01_mj_shan_朗朗乾坤	g01_mj_shan_朗朗乾坤	g01_mj_shan_朗朗乾坤	g01_mj_shan_朗朗乾坤	0	-1	g01_mj_shan_朗朗乾坤	g01_mj_shan_朗朗乾坤
529	g01_mj_炎龙斩	g01_mj_炎龙斩	g01_mj_炎龙斩	g01_mj_dd_炎龙斩	g01_mj_dd_炎龙斩	g01_mj_shan_炎龙斩	g01_mj_shan_炎龙斩	g01_mj_shan_炎龙斩	g01_mj_shan_炎龙斩	0	-1	g01_mj_shan_炎龙斩	g01_mj_shan_炎龙斩
530	g01_mj_jq_日行式	g01_mj_jq_日行式	g01_mj_jq_日行式	g01_mj_jq_日行式	g01_mj_jq_日行式	g01_mj_jq_日行式	g01_mj_jq_日行式	g01_mj_jq_日行式	g01_mj_jq_日行式	1	-1	g01_mj_jq_日行式	g01_mj_jq_日行式
531	g01_mj_日行式	g01_mj_日行式	g01_mj_日行式	g01_mj_日行式	g01_mj_日行式	g01_mj_日行式	g01_mj_日行式	g01_mj_日行式	g01_mj_日行式	1	-1	g01_mj_日行式	g01_mj_日行式
532	g01_mj_同仇敌忾	g01_mj_同仇敌忾	g01_mj_同仇敌忾	g01_mj_同仇敌忾	g01_mj_同仇敌忾	g01_mj_同仇敌忾	g01_mj_同仇敌忾	g01_mj_同仇敌忾	g01_mj_同仇敌忾	0	-1	g01_mj_同仇敌忾	g01_mj_同仇敌忾
533	g01_mj_月夜斩	g01_mj_月夜斩	g01_mj_月夜斩	g01_mj_dd_月夜斩	g01_mj_dd_月夜斩	g01_mj_shan_月夜斩	g01_mj_shan_月夜斩	g01_mj_shan_月夜斩	g01_mj_shan_月夜斩	0	-1	g01_mj_shan_月夜斩	g01_mj_shan_月夜斩
534	g01_mj_jq_夜行式	g01_mj_jq_夜行式	g01_mj_jq_夜行式	g01_mj_jq_夜行式	g01_mj_jq_夜行式	g01_mj_jq_夜行式	g01_mj_jq_夜行式	g01_mj_jq_夜行式	g01_mj_jq_夜行式	1	-1	g01_mj_jq_夜行式	g01_mj_jq_夜行式
535	g01_mj_夜行式	g01_mj_夜行式	g01_mj_夜行式	g01_mj_夜行式	g01_mj_夜行式	g01_mj_夜行式	g01_mj_夜行式	g01_mj_夜行式	g01_mj_夜行式	1	-1	g01_mj_夜行式	g01_mj_夜行式
536	g01_mj_月明星稀	g01_mj_月明星稀	g01_mj_月明星稀	g01_mj_月明星稀	g01_mj_月明星稀	g01_mj_月明星稀	g01_mj_月明星稀	g01_mj_月明星稀	g01_mj_月明星稀	0	-1	g01_mj_月明星稀	g01_mj_月明星稀
537	g01_mj_天人乱	g01_mj_天人乱	g01_mj_天人乱	g01_mj_天人乱	g01_mj_天人乱	g01_mj_天人乱	g01_mj_天人乱	g01_mj_天人乱	g01_mj_天人乱	1	-1	g01_mj_天人乱	g01_mj_天人乱
538	g01_mj_心守一	g01_mj_心守一	g01_mj_心守一	g01_mj_心守一	g01_mj_心守一	g01_mj_心守一	g01_mj_心守一	g01_mj_心守一	g01_mj_心守一	1	-1	g01_mj_心守一	g01_mj_心守一
539	g01_mj_逆天行	g01_mj_逆天行	g01_mj_逆天行	g01_mj_逆天行	g01_mj_逆天行	g01_mj_逆天行	g01_mj_逆天行	g01_mj_逆天行	g01_mj_逆天行	1	-1	g01_mj_逆天行	g01_mj_逆天行
540	长枪连招_g01_01	长枪连招_g01_01	大刀连招_g01_01	双短连招_g01_01	单短连招_g01_01	大刀连招_g01_01	双环连招_g01_01	扇子连招_g01_01	单短连招_g01_01	0	-1	少林长拳	少林长拳
541	g01_gb_天下无狗	g01_gb_天下无狗	g01_gb_天下无狗	g01_gb_dd_天下无狗	g01_gb_dd_天下无狗	g01_gb_shan_天下无狗	g01_gb_shan_天下无狗	g01_gb_shan_天下无狗	g01_gb_shan_天下无狗	0	-1	g01_gb_shan_天下无狗	g01_gb_shan_天下无狗
542	g01_gb_拨狗朝天	g01_gb_拨狗朝天	g01_gb_拨狗朝天	g01_gb_dd_拨狗朝天	g01_gb_dd_拨狗朝天	g01_gb_shan_拨狗朝天	g01_gb_shan_拨狗朝天	g01_gb_shan_拨狗朝天	g01_gb_shan_拨狗朝天	0	-1	g01_gb_shan_拨狗朝天	g01_gb_shan_拨狗朝天
543	g01_gb_飞龙在天	g01_gb_飞龙在天	g01_gb_飞龙在天	g01_gb_飞龙在天	g01_gb_飞龙在天	g01_gb_飞龙在天	g01_gb_飞龙在天	g01_gb_飞龙在天	g01_gb_飞龙在天	0	-1	g01_gb_飞龙在天	g01_gb_飞龙在天
544	g01_gb_潜龙勿用	g01_gb_潜龙勿用	g01_gb_潜龙勿用	g01_gb_潜龙勿用	g01_gb_潜龙勿用	g01_gb_潜龙勿用	g01_gb_潜龙勿用	g01_gb_潜龙勿用	g01_gb_潜龙勿用	0	-1	g01_gb_潜龙勿用	g01_gb_潜龙勿用
545	g01_gb_见龙在田	g01_gb_见龙在田	g01_gb_见龙在田	g01_gb_见龙在田	g01_gb_见龙在田	g01_gb_见龙在田	g01_gb_见龙在田	g01_gb_见龙在田	g01_gb_见龙在田	0	-1	g01_gb_见龙在田	g01_gb_见龙在田
546	g01_gb_亢龙有悔	g01_gb_亢龙有悔	g01_gb_亢龙有悔	g01_gb_亢龙有悔	g01_gb_亢龙有悔	g01_gb_亢龙有悔	g01_gb_亢龙有悔	g01_gb_亢龙有悔	g01_gb_亢龙有悔	1	-1	g01_gb_亢龙有悔	g01_gb_亢龙有悔
547	g01_gb_龙战于野	g01_gb_龙战于野	g01_gb_龙战于野	g01_gb_龙战于野	g01_gb_龙战于野	g01_gb_龙战于野	g01_gb_龙战于野	g01_gb_龙战于野	g01_gb_龙战于野	0	-1	g01_gb_龙战于野	g01_gb_龙战于野
548	g01_gb_神龙摆尾	g01_gb_神龙摆尾	g01_gb_神龙摆尾	g01_gb_神龙摆尾	g01_gb_神龙摆尾	g01_gb_神龙摆尾	g01_gb_神龙摆尾	g01_gb_神龙摆尾	g01_gb_神龙摆尾	0	-1	g01_gb_神龙摆尾	g01_gb_神龙摆尾
549	g01_gb_升龙霸	g01_gb_升龙霸	g01_gb_升龙霸	g01_gb_dd_升龙霸	g01_gb_dd_升龙霸	g01_gb_shan_升龙霸	g01_gb_shan_升龙霸	g01_gb_shan_升龙霸	g01_gb_shan_升龙霸	0	-1	g01_gb_shan_升龙霸	g01_gb_shan_升龙霸
550	g01_gb_jq_囚龙式	g01_gb_jq_囚龙式	g01_gb_jq_囚龙式	g01_gb_jq_囚龙式	g01_gb_jq_囚龙式	g01_gb_jq_囚龙式	g01_gb_jq_囚龙式	g01_gb_jq_囚龙式	g01_gb_jq_囚龙式	1	-1	g01_gb_jq_囚龙式	g01_gb_jq_囚龙式
551	g01_gb_囚龙式	g01_gb_囚龙式	g01_gb_囚龙式	g01_gb_囚龙式	g01_gb_囚龙式	g01_gb_囚龙式	g01_gb_囚龙式	g01_gb_囚龙式	g01_gb_囚龙式	1	-1	g01_gb_囚龙式	g01_gb_囚龙式
552	g01_gb_游龙诀	g01_gb_游龙诀	g01_gb_游龙诀	g01_gb_游龙诀	g01_gb_游龙诀	g01_gb_游龙诀	g01_gb_游龙诀	g01_gb_游龙诀	g01_gb_游龙诀	0	-1	g01_gb_游龙诀	g01_gb_游龙诀
553	g01_gb_屠龙掌	g01_gb_屠龙掌	g01_gb_屠龙掌	g01_gb_dd_屠龙掌	g01_gb_dd_屠龙掌	g01_gb_shan_屠龙掌	g01_gb_shan_屠龙掌	g01_gb_shan_屠龙掌	g01_gb_shan_屠龙掌	0	-1	g01_gb_shan_屠龙掌	g01_gb_shan_屠龙掌
554	g01_gb_jq_擒龙式	g01_gb_jq_擒龙式	g01_gb_jq_擒龙式	g01_gb_jq_擒龙式	g01_gb_jq_擒龙式	g01_gb_jq_擒龙式	g01_gb_jq_擒龙式	g01_gb_jq_擒龙式	g01_gb_jq_擒龙式	1	-1	g01_gb_jq_擒龙式	g01_gb_jq_擒龙式
555	g01_gb_擒龙式	g01_gb_擒龙式	g01_gb_擒龙式	g01_gb_擒龙式	g01_gb_擒龙式	g01_gb_擒龙式	g01_gb_擒龙式	g01_gb_擒龙式	g01_gb_擒龙式	1	-1	g01_gb_擒龙式	g01_gb_擒龙式
556	g01_gb_斩龙诀	g01_gb_斩龙诀	g01_gb_斩龙诀	g01_gb_斩龙诀	g01_gb_斩龙诀	g01_gb_斩龙诀	g01_gb_斩龙诀	g01_gb_斩龙诀	g01_gb_斩龙诀	0	-1	g01_gb_斩龙诀	g01_gb_斩龙诀
557	g01_gb_大鹏展翅	g01_gb_大鹏展翅	g01_gb_大鹏展翅	g01_gb_大鹏展翅	g01_gb_大鹏展翅	g01_gb_大鹏展翅	g01_gb_大鹏展翅	g01_gb_大鹏展翅	g01_gb_大鹏展翅	1	-1	g01_gb_大鹏展翅	g01_gb_大鹏展翅
558	g01_gb_鲲鹏无忌	g01_gb_鲲鹏无忌	g01_gb_鲲鹏无忌	g01_gb_鲲鹏无忌	g01_gb_鲲鹏无忌	g01_gb_鲲鹏无忌	g01_gb_鲲鹏无忌	g01_gb_鲲鹏无忌	g01_gb_鲲鹏无忌	1	-1	g01_gb_鲲鹏无忌	g01_gb_鲲鹏无忌
559	g01_gb_沾衣十八跌	g01_gb_沾衣十八跌	g01_gb_沾衣十八跌	g01_gb_沾衣十八跌	g01_gb_沾衣十八跌	g01_gb_沾衣十八跌	g01_gb_沾衣十八跌	g01_gb_沾衣十八跌	g01_gb_沾衣十八跌	1	-1	g01_gb_沾衣十八跌	g01_gb_沾衣十八跌
560	g01_武当远程连招	g01_武当远程连招	g01_武当远程连招	g01_武当远程连招	g01_武当远程连招	g01_武当远程连招	g01_武当远程连招	g01_武当远程连招	g01_武当远程连招	1	-1	g01_武当远程连招	g01_武当远程连招
561	g01_wd_天罡北斗阵	g01_wd_天罡北斗阵	g01_wd_天罡北斗阵	g01_wd_dd_天罡北斗阵	g01_wd_dd_天罡北斗阵	g01_wd_shan_天罡北斗阵	g01_wd_shan_天罡北斗阵	g01_wd_shan_天罡北斗阵	g01_wd_shan_天罡北斗阵	0	-1	g01_wd_shan_天罡北斗阵	g01_wd_shan_天罡北斗阵
562	g01_wd_真武七截阵	g01_wd_真武七截阵	g01_wd_真武七截阵	g01_wd_真武七截阵	g01_wd_真武七截阵	g01_wd_真武七截阵	g01_wd_真武七截阵	g01_wd_真武七截阵	g01_wd_真武七截阵	0	-1	g01_wd_真武七截阵	g01_wd_真武七截阵
563	g01_wd_乱环诀	g01_wd_乱环诀	g01_wd_乱环诀	g01_wd_乱环诀	g01_wd_乱环诀	g01_wd_乱环诀	g01_wd_乱环诀	g01_wd_乱环诀	g01_wd_乱环诀	0	-1	g01_wd_乱环诀	g01_wd_乱环诀
564	g01_wd_jq_阴阳诀	g01_wd_jq_阴阳诀	g01_wd_jq_阴阳诀	g01_wd_jq_阴阳诀	g01_wd_jq_阴阳诀	g01_wd_jq_阴阳诀	g01_wd_jq_阴阳诀	g01_wd_jq_阴阳诀	g01_wd_jq_阴阳诀	1	-1	g01_wd_jq_阴阳诀	g01_wd_jq_阴阳诀
565	g01_wd_阴阳诀	g01_wd_阴阳诀	g01_wd_阴阳诀	g01_wd_阴阳诀	g01_wd_阴阳诀	g01_wd_阴阳诀	g01_wd_阴阳诀	g01_wd_阴阳诀	g01_wd_阴阳诀	1	-1	g01_wd_阴阳诀	g01_wd_阴阳诀
566	g01_wd_天人诀	g01_wd_天人诀	g01_wd_天人诀	g01_wd_天人诀	g01_wd_天人诀	g01_wd_天人诀	g01_wd_天人诀	g01_wd_天人诀	g01_wd_天人诀	0	-1	g01_wd_天人诀	g01_wd_天人诀
567	g01_wd_jq_天马飞瀑	g01_wd_jq_天马飞瀑	g01_wd_jq_天马飞瀑	g01_wd_jq_天马飞瀑	g01_wd_jq_天马飞瀑	g01_wd_jq_天马飞瀑	g01_wd_jq_天马飞瀑	g01_wd_jq_天马飞瀑	g01_wd_jq_天马飞瀑	1	-1	g01_wd_jq_天马飞瀑	g01_wd_jq_天马飞瀑
568	g01_wd_天马飞瀑	g01_wd_天马飞瀑	g01_wd_天马飞瀑	g01_wd_天马飞瀑	g01_wd_天马飞瀑	g01_wd_天马飞瀑	g01_wd_天马飞瀑	g01_wd_天马飞瀑	g01_wd_天马飞瀑	1	-1	g01_wd_天马飞瀑	g01_wd_天马飞瀑
569	g01_wd_指南针	g01_wd_指南针	g01_wd_指南针	g01_wd_指南针	g01_wd_指南针	g01_wd_指南针	g01_wd_指南针	g01_wd_指南针	g01_wd_指南针	0	-1	g01_wd_指南针	g01_wd_指南针
570	g01_wd_梯云纵	g01_wd_梯云纵	g01_wd_梯云纵	g01_wd_梯云纵	g01_wd_梯云纵	g01_wd_梯云纵	g01_wd_梯云纵	g01_wd_梯云纵	g01_wd_梯云纵	0	-1	g01_wd_梯云纵	g01_wd_梯云纵
571	g01_wd_仙人指路	g01_wd_仙人指路	g01_wd_仙人指路	g01_wd_仙人指路	g01_wd_仙人指路	g01_wd_仙人指路	g01_wd_仙人指路	g01_wd_仙人指路	g01_wd_仙人指路	0	-1	g01_wd_仙人指路	g01_wd_仙人指路
572	g01_wd_jq_犀牛望月式	g01_wd_jq_犀牛望月式	g01_wd_jq_犀牛望月式	g01_wd_jq_犀牛望月式	g01_wd_jq_犀牛望月式	g01_wd_jq_犀牛望月式	g01_wd_jq_犀牛望月式	g01_wd_jq_犀牛望月式	g01_wd_jq_犀牛望月式	1	-1	g01_wd_jq_犀牛望月式	g01_wd_jq_犀牛望月式
573	g01_wd_犀牛望月式	g01_wd_犀牛望月式	g01_wd_犀牛望月式	g01_wd_犀牛望月式	g01_wd_犀牛望月式	g01_wd_犀牛望月式	g01_wd_犀牛望月式	g01_wd_犀牛望月式	g01_wd_犀牛望月式	1	-1	g01_wd_犀牛望月式	g01_wd_犀牛望月式
574	g01_wd_jq_玉女穿梭	g01_wd_jq_玉女穿梭	g01_wd_jq_玉女穿梭	g01_wd_jq_玉女穿梭	g01_wd_jq_玉女穿梭	g01_wd_jq_玉女穿梭	g01_wd_jq_玉女穿梭	g01_wd_jq_玉女穿梭	g01_wd_jq_玉女穿梭	1	-1	g01_wd_jq_玉女穿梭	g01_wd_jq_玉女穿梭
