INT	INT	STRING	STRING	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
390	1035	丐帮擒虎大弟子	醉中擒虎，拳脚精湛	174	2	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	1	冠军师门·举贤中获第1名的少侠，可获得此称号。	0	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
391	1035	丐帮降龙大弟子	酣战降龙，拳脚无双	174	3	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	1	冠军师门·举贤中获第1名的少侠，可获得此称号。	0	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
392	1035	天山大弟子	天山寒水，门派豪杰	174	1	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	1	冠军师门·举贤中获第1名的少侠，可获得此称号。	0	106	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
393	1035	天山清雪大弟子	天山清雪，人中龙凤	174	2	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	1	冠军师门·举贤中获第1名的少侠，可获得此称号。	0	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
394	1035	天山玄冰大弟子	天山玄冰，绝世天骄	174	3	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	1	冠军师门·举贤中获第1名的少侠，可获得此称号。	0	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
395	1029	同心同梦筑江湖	《新天龙八部》玩家策划团活动的专属称号。	166	1	720	参与《新天龙八部》玩家策划团活动可获得。	1	参与《新天龙八部》玩家策划团活动可获得。	0	106	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
396	1018	曼陀真传·晚籁	万壑含晚籁，啁啾苍翠间。	144	1	-1	万壑含晚籁，啁啾苍翠间。	1	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。	0	106	18	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
397	1018	曼陀真传·昭明	玄夜几时尽？翘首待昭明。	144	1	-1	玄夜几时尽？翘首待昭明。	1	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。	0	106	18	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
398	1030	雁门驱狼者	黄砂狂舞，伏虎驱狼。	167	1	-1	黄砂狂舞，伏虎驱狼。	1	使用2枚雁门令进行兑换可以获得	0	106	0	1	44	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
399	1030	雁门策鹰者	玉门路远，策鹰高歌。	167	2	-1	玉门路远，策鹰高歌。	1	使用10枚雁门令进行兑换可以获得	0	106	0	1	44	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
400	1030	雁门酣酒士	向风酣酒，负沙吟诗。	167	3	-1	向风酣酒，负沙吟诗。	1	使用30枚雁门令进行兑换可以获得	0	106	0	1	44	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
401	1030	雁门傲月客	风啸天野，孤客傲月。	167	4	-1	风啸天野，孤客傲月。	1	使用60枚雁门令进行兑换可以获得	0	106	0	1	44	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
402	1030	雁门苍漠主	无际苍漠，我主天下。	167	5	-1	无际苍漠，我主天下。	1	使用100枚雁门令进行兑换可以获得	0	106	0	1	44	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
403	1031	皎皎河汉·迢迢诉情	七夕星河花序榜·银汉渡送花榜第一名。	168	1	-1	七夕星河花序榜·银汉渡送花榜第一名。	1	七夕星河花序榜·银汉渡送花榜第一名获得。	0	106	39	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
404	1032	盈盈水间·朝朝慕情	七夕星河花序榜·银汉渡收花榜第一名。	169	1	-1	七夕星河花序榜·银汉渡收花榜第一名。	1	七夕星河花序榜·银汉渡收花榜第一名获得。	0	106	40	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
405	1033	更漏未歇一心人	七夕活动期间累计收花188朵奖励称号。	170	1	-1	七夕活动期间累计收花188朵奖励称号。	1	七夕活动期间累计收花188朵奖励称号可获得。	0	106	41	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
406	1034	塞外绝尘·大宗师	翻手为云，覆手为雨，在雁门论武竞速中获得第一名的队伍可领取。	171	3	168	翻手为云，覆手为雨，在雁门论武竞速中获得第一名的队伍可领取。	1	在雁门论武竞速中获得第一名的队伍可领取。	0	106	42	1	48	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
407	1034	塞外绝尘·凌霄客	凌绝天下，唯我独尊，在雁门论武竞速中获得第二名的队伍可领取。	172	2	168	凌绝天下，唯我独尊，在雁门论武竞速中获得第二名的队伍可领取。	1	在雁门论武竞速中获得第二名的队伍可领取。	0	106	43	1	48	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
408	1034	塞外绝尘·惊鸣者	宁鸣而生，不默而死，在雁门论武竞速中获得第三名的队伍可领取。	173	1	168	宁鸣而生，不默而死，在雁门论武竞速中获得第三名的队伍可领取。	1	在雁门论武竞速中获得第三名的队伍可领取。	0	106	44	1	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
409	1028	曼陀山庄第一人	曼陀外门，问鼎师门。	165	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	0	106	35	1	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
410	1028	曼陀山庄凌云者	曼陀外门，凌云显锋。	165	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	0	106	36	1	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
411	1028	曼陀山庄登峰者	曼陀外门，登峰豪志。	165	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	0	106	37	1	0	2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
412	1035	曼陀大弟子	灵韵于琴，诛情与心。	174	1	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	1	冠军师门·举贤中获第1名的少侠，可获得此称号。	0	106	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
413	1036	清风觥筹遇旧友	推杯豪谈无罄时，何啻一日大千知。为参加2022年新天龙八部嘉年华活动的侠士们，特别准备的永久稀有称号。	191	1	-1	推杯豪谈无罄时，何啻一日大千知。为参加2022年新天龙八部嘉年华活动的侠士们，特别准备的永久稀有称号。	1	成功使用天龙明玒锦盒或天龙明玑锦盒后获得。	0	106	45	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
414	1037	破煞渡厄·头陀	既度杀星，苍生得救。在新杀星-苍山破煞获得第一名的队伍可领取。	175	1	168	所在队伍于新杀星-苍山破煞中获得第一名。	1	在新杀星-苍山破煞获得第一名的队伍可领取。	0	106	0	1	46	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
415	1037	破煞渡厄·护法	既度杀星，苍生得救。在新杀星-苍山破煞获得第二名的队伍可领取。	176	1	168	所在队伍于新杀星-苍山破煞中获得第二名。	1	在新杀星-苍山破煞获得第二名的队伍可领取。	0	106	0	1	46	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
416	1037	破煞渡厄·行者	既度杀星，苍生得救。在新杀星-苍山破煞获得第三名的队伍可领取。	177	1	168	所在队伍于新杀星-苍山破煞中获得第三名。	1	在新杀星-苍山破煞获得第三名的队伍可领取。	0	106	0	1	46	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
417	1038	嵩嵩牵此心	江湖路高远，嵩嵩牵此心。许嵩歌迷的真爱凭证。	178	1	-1	打开爱嵩纯粹礼后所得称号。	1	成功使用爱嵩纯粹礼后可得称号。	0	106	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
418	1039	九州豪侠同祝酒	豪侠祝酒，九州同游。打开群侠欢至礼所得称号。	179	1	720	打开群侠欢至礼后所得称号。	1	成功使用群侠欢至礼后可得称号。	0	106	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
