INT	STRING	FLOAT	FLOAT	FLOAT	FLOAT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
2184	npc束河古镇跳舞者06.obj	1	2	1	0.15	182	183	184	npc束河古镇跳舞者06.txt																																					
2185	npc束河古镇跳舞者07.obj	1	2	1	0.15	182	183	184	npc束河古镇跳舞者07.txt																																					
2186	npc束河古镇跳舞者08.obj	1	2	1	0.15	182	183	184	npc束河古镇跳舞者08.txt																																					
2187	npc束河古镇跳舞者09.obj	1	2	1	0.15	182	183	184	npc束河古镇跳舞者09.txt																																					
2188	npc束河古镇跳舞者10.obj	1	2	1	0.15	182	183	184	npc束河古镇跳舞者10.txt																																					
2189	珍兽上古神猿1.obj	1	2	1	0.15	182	183	184	珍兽上古神猿.txt																																					
2190	珍兽上古神猿2.obj	1	2	1	0.15	182	183	184	珍兽上古神猿.txt																																					
2191	珍兽上古神猿3.obj	1	2	1	0.15	182	183	184	珍兽上古神猿.txt																																					
2192	珍兽上古神猿4.obj	1	2	1	0.15	182	183	184	珍兽上古神猿.txt																																					
2193	珍兽上古神猿5.obj	1	2	1	0.15	182	183	184	珍兽上古神猿.txt																																					
2194	珍兽上古神猿6.obj	1	2	1	0.15	182	183	184	珍兽上古神猿.txt																																					
2195	地宫boss古墓幽禁守卫.obj	1	2	1	0.15	182	183	184	地宫boss古墓幽禁守卫.txt																																					
2196	地宫BOSS秦王.obj	1	2	1	0.15	182	183	184	地宫BOSS秦王.txt																																					
2197	地宫盗墓者.obj	1	2	1	0.15	182	183	184	地宫盗墓者.txt																																					
2198	地宫秦将护卫.obj	1	2	0.75	0.15	182	183	184	地宫秦将护卫.txt																																					
2199	古墓残破雕塑.obj	1	2	1	0.15	182	183	184	古墓残破雕塑.txt																																					
2200	古墓虫子.obj	1	2	1	0.15	182	183	184	古墓虫子.txt																																					
2201	古墓幽灵.obj	1	2	0.75	0.15	182	183	184	古墓幽灵.txt																																					
2202	古墓幽灵法师.obj	1	2	1	0.15	182	183	184	古墓幽灵法师.txt																																					
2203	npc怪地宫护卫.obj	1	2	0.75	0.15	182	183	184	npc怪地宫护卫.txt																																					
2204	npc怪古墓残破雕塑.obj	1	2	1	0.15	182	183	184	npc怪古墓残破雕塑.txt																																					
2205	古墓工匠.obj	1	2	1	0.15	182	183	184	古墓工匠.txt																																					
2206	古墓石人.obj	1	2	1	0.15	182	183	184	古墓石人.txt																																					
2207	古墓幽灵护卫.obj	1	2	1	0.15	182	183	184	古墓幽灵护卫.txt																																					
2208	宠物穿山甲.obj	1	2	1.6	0.15	182	183	184	白鹅.txt																																					
2209	宠物穿山甲1.obj	1	2	1.6	0.15	182	183	184	白鹅.txt																																					
2210	宠物穿山甲2.obj	1	2	1.6	0.15	182	183	184	白鹅.txt																																					
2211	宠物穿山甲3.obj	1	2	1.6	0.15	182	183	184	白鹅.txt																																					
2212	宠物穿山甲4.obj	1	2	1.6	0.15	182	183	184	白鹅.txt																																					
2213	宠物穿山甲5.obj	1	2	1.6	0.15	182	183	184	白鹅.txt																																					
2214	宠物穿山甲6.obj	1	2	1.6	0.15	182	183	184	白鹅.txt																																					
2215	宠物穿山甲7.obj	1	2	1.6	0.15	182	183	184	白鹅.txt																																					
2216	npc怪宝箱棋子1.obj	1	2	1.3	0.15	182	183	184	npc怪宝箱棋子1.txt																																					
2217	npc怪宝箱棋子2.obj	1	2	1.3	0.15	182	183	184	npc怪宝箱棋子2.txt																																					
2218	npc宝箱童子5.obj	1	2	1.2	0.15	182	183	184	npc宝箱童子.txt																																					
2219	npc宝箱童子6.obj	1	2	1.2	0.15	182	183	184	npc宝箱童子.txt																																					
2220	boss裂金明王.obj	1	2	1	0.15	182	183	184	boss裂金明王.txt																																					
2221	boss玄镰刀怪.obj	1	2	1	0.15	182	183	184	boss玄镰刀怪.txt																																					
2222	宠物穿山甲.obj	1	2	1.5	0.15	182	183	184	白鹅.txt																																					
2223	淡褐黄鸟.obj	1	2	1.3	0.15	182	183	184	白鹅.txt																																					
2224	珍珑之光.obj	1	2	1	0.15	182	183	184	秘笈.txt																																					
2225	变身礼盒.obj	1	2	1	0.15	182	183	184	变身冰人.txt																																					
2226	变身玫瑰花.obj	1	2	1	0.15	182	183	184	变身冰人.txt																																					
2227	变身兔爷.obj	1	2	1	0.15	182	183	184	变身冰人.txt																																					
2228	珍兽比翼鸟.obj	1	2	1	0.15	182	183	184	珍兽比翼鸟.txt																																					
2229	珍兽比翼鸟1.obj	1	2	1	0.15	182	183	184	珍兽比翼鸟.txt																																					
2230	珍兽比翼鸟2.obj	1	2	1	0.15	182	183	184	珍兽比翼鸟.txt																																					
2231	珍兽比翼鸟3.obj	1	2	1	0.15	182	183	184	珍兽比翼鸟.txt																																					
2232	珍兽比翼鸟4.obj	1	2	1	0.15	182	183	184	珍兽比翼鸟.txt																																					
2233	珍兽比翼鸟5.obj	1	2	1	0.15	182	183	184	珍兽比翼鸟.txt																																					
2234	珍兽比翼鸟6.obj	1	2	1	0.15	182	183	184	珍兽比翼鸟.txt																																					
2235	珍兽比翼鸟7.obj	1	2	1	0.15	182	183	184	珍兽比翼鸟7.txt																																					
2236	珍兽春节牛1.obj	1	2	1.2	0.15	182	183	184	珍兽春节牛.txt																																					
2237	珍兽春节牛2.obj	1	2	1.2	0.15	182	183	184	珍兽春节牛.txt																																					
2238	珍兽春节牛3.obj	1	2	1.2	0.15	182	183	184	珍兽春节牛.txt																																					
2239	珍兽春节牛4.obj	1	2	1.2	0.15	182	183	184	珍兽春节牛.txt																																					
2240	珍兽春节牛5.obj	1	2	1.2	0.15	182	183	184	珍兽春节牛.txt																																					
2241	珍兽春节牛6.obj	1	2	1.2	0.15	182	183	184	珍兽春节牛.txt																																					
2242	珍兽春节牛7.obj	1	2	1.2	0.15	182	183	184	珍兽春节牛.txt																																					
2243	珍兽春节牛8.obj	1	2	1.2	0.15	182	183	184	珍兽春节牛.txt																																					
2244	圣诞节骑乘.obj	1	2	1.3	0.15	182	183	184	万能坐骑.txt																																					
2245	当扈.obj	1	2	1	0.15	182	183	184	粉色北极熊.txt																																					
2246	当扈1.obj	1	2	1	0.15	182	183	184	粉色北极熊.txt																																					
2247	当扈2.obj	1	2	1	0.15	182	183	184	粉色北极熊.txt																																					
2248	当扈3.obj	1	2	1	0.15	182	183	184	粉色北极熊.txt																																					
2249	当扈4.obj	1	2	1	0.15	182	183	184	粉色北极熊.txt																																					
2250	当扈5.obj	1	2	1	0.15	182	183	184	粉色北极熊.txt																																					
2251	当扈6.obj	1	2	1	0.15	182	183	184	粉色北极熊.txt																																					
2252	当扈7.obj	1	2	1	0.15	182	183	184	粉色北极熊.txt																																					
2253	骑乘春节年兽.obj	1	2	1	0.15	182	183	184	万能坐骑.txt																																					
2254	骑乘情人节花车1.obj	1	2	1.2	0.15	-1	-1	-1	万能坐骑.txt																																					
2255	蚩尤台.obj	1	2	0.75	0.15	182	183	184	KVK台.txt																																					
2256	蚩尤焚香塔.obj	1	2	0.5	0.15	182	183	184	KVK塔.txt																																					
2257	蚩尤落星塔.obj	1	2	0.5	0.15	182	183	184	KVK塔.txt																																					
2258	蚩尤战车白色.obj	1	2	0.5	0.15	182	183	184	KVK白车.txt																																					
2259	蚩尤战车红色.obj	1	2	0.5	0.15	182	183	184	KVK红车.txt																																					
2260	蚩尤战车紫色.obj	1	2	0.5	0.15	182	183	184	KVK紫车.txt																																					
2261	蚩尤战车蓝色.obj	1	2	0.5	0.15	182	183	184	KVK蓝车.txt																																					
2262	蚩尤战车黄色.obj	1	2	0.5	0.15	182	183	184	KVK黄车.txt																																					
2263	蚩尤旗.obj	1	2	1	0.15	182	183	184	KVK旗.txt																																					
2264	炎黄台.obj	1	2	0.75	0.15	182	183	184	KVK台.txt																																					
2265	炎黄焚香塔.obj	1	2	0.5	0.15	182	183	184	KVK塔.txt																																					
2266	炎黄落星塔.obj	1	2	0.5	0.15	182	183	184	KVK塔.txt																																					
2267	炎黄战车白色.obj	1	2	0.5	0.15	182	183	184	KVK白车.txt																																					
2268	炎黄战车红色.obj	1	2	0.5	0.15	182	183	184	KVK红车.txt																																					
2269	炎黄战车紫色.obj	1	2	0.5	0.15	182	183	184	KVK紫车.txt																																					
2270	炎黄战车蓝色.obj	1	2	0.5	0.15	182	183	184	KVK蓝车.txt																																					
2271	炎黄战车黄色.obj	1	2	0.5	0.15	182	183	184	KVK黄车.txt																																					
2272	炎黄战旗.obj	1	2	1	0.15	182	183	184	KVK旗.txt																																					
2273	涿鹿大旗操作台.obj	1	2	1	0.15	182	183	184	KVK台.txt																																					
2274	珍兽春节牛1a.obj	1	2	1.2	0.15	182	183	184	珍兽春节牛1.txt																																					
2275	珍兽春节牛2a.obj	1	2	1.2	0.15	182	183	184	珍兽春节牛1.txt																																					
2276	珍兽春节牛3a.obj	1	2	1.2	0.15	182	183	184	珍兽春节牛1.txt																																					
2277	珍兽春节牛4a.obj	1	2	1.2	0.15	182	183	184	珍兽春节牛1.txt																																					
2278	珍兽春节牛5a.obj	1	2	1.2	0.15	182	183	184	珍兽春节牛1.txt																																					
2279	珍兽春节牛6a.obj	1	2	1.2	0.15	182	183	184	珍兽春节牛1.txt																																					
2280	珍兽春节牛7a.obj	1	2	1.2	0.15	182	183	184	珍兽春节牛1.txt																																					
2281	珍兽春节牛8a.obj	1	2	1.2	0.15	182	183	184	珍兽春节牛1.txt																																					
2282	珍兽春节牛9a.obj	1	2	1.2	0.15	182	183	184	珍兽春节牛1.txt																																					
2283	珍兽比翼鸟8.obj	1	2	1	0.15	182	183	184	珍兽比翼鸟7.txt																																					
2284	珍兽春节牛9.obj	1	2	1.2	0.15	182	183	184	珍兽春节牛.txt																																					
2285	当扈8.obj	1	2	1	0.15	182	183	184	粉色北极熊.txt																																					
2286	珍兽欢乐猪8.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
2287	狗boss.obj	1	2	2	0.15	182	183	184	白鹅.txt																																					
2288	白羊.obj	1	2	1.5	0.15	182	183	184	白鹅.txt																																					
2289	青头鹰.obj	1	2	1.7	0.15	182	183	184	白鹅.txt																																					
2290	蜥蜴小boss.obj	1	2	1.6	0.15	182	183	184	白鹅.txt																																					
2291	紫色豹小boss.obj	1	2	1.5	0.15	182	183	184	白鹅.txt																																					
2292	蝙蝠小boss.obj	1	2	1.6	0.15	182	183	184	白鹅.txt																																					
2293	骑乘白豹.obj	1	2	1	0.15	182	183	184	万能坐骑.txt																																					
2294	骑乘黑豹.obj	1	2	1	0.15	182	183	184	万能坐骑.txt																																					
2295	npc许愿树.obj	1	2	1	0.15	182	183	184	npc许愿树.txt																																					
2296	npc许愿树501时.obj	1	2	1	0.15	182	183	184	npc许愿树.txt																																					
2297	npc许愿树801时.obj	1	2	1	0.15	182	183	184	npc许愿树.txt																																					
2298	npc许愿树1001时.obj	1	2	1	0.15	182	183	184	npc许愿树.txt																																					
2299	npc怪西域彩云仙.obj	1	2	1	0.15	182	183	184	NPC怪西域彩云仙.txt																																					
2300	npc怪西域酒剑仙.obj	1	2	1	0.15	182	183	184	NPC怪西域酒剑仙.txt																																					
2301	npc怪西域开明兽.obj	1	2	1	0.15	182	183	184	NPC怪西域开明兽.txt																																					
2302	npc怪西域仙鹤.obj	1	2	1	0.15	182	183	184	NPC怪西域仙鹤.txt																																					
2303	npc怪西域仙鹿.obj	1	2	1	0.15	182	183	184	NPC怪西域仙鹿.txt																																					
2304	npc怪西域仙童.obj	1	2	1	0.15	182	183	184	NPC怪西域仙童.txt																																					
2305	boss藏经阁蒙面番僧.obj	1	2	1.3	0.15	182	183	184	boss藏经阁蒙面番僧.txt																																					
2306	藏经阁佛灯.obj	1	2	1	0.15	182	183	184	藏经阁佛灯.txt																																					
2307	藏经阁佛灯红.obj	1	2	1	0.15	182	183	184	藏经阁佛灯红.txt																																					
2308	藏经阁佛灯绿.obj	1	2	1	0.15	182	183	184	藏经阁佛灯绿.txt																																					
2309	npc枯荣大师.obj	1	2	1	0.15	182	183	184	npc枯荣大师.txt																																					
2310	boss生死擂台武松.obj	1	2	1	0.15	182	183	184	boss生死擂台武松.txt																																					
2311	boss生死擂台吴用.obj	1	2	1	0.15	182	183	184	boss生死擂台吴用.txt																																					
2312	boss生死擂台宋江.obj	1	2	1	0.15	182	183	184	boss生死擂台宋江.txt																																					
2313	boss生死擂台秦明.obj	1	2	1	0.15	182	183	184	boss生死擂台秦明.txt																																					
2314	boss生死擂台鲁智深.obj	1	2	1	0.15	182	183	184	boss生死擂台鲁智深.txt																																					
2315	boss生死擂台卢俊义.obj	1	2	1	0.15	182	183	184	boss生死擂台卢俊义.txt																																					
2316	boss生死擂台林冲.obj	1	2	1	0.15	182	183	184	boss生死擂台林冲.txt																																					
